PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32035121","Ventilator-associated pneumonia surveillance using two methods","Craven TH, Wojcik G, McCoubrey J, Brooks O, Grant E, Keating S, Reilly J, Laurenson IF, Kefala K, Walsh TS.","J Hosp Infect. 2020 Apr;104(4):522-528. doi: 10.1016/j.jhin.2020.01.020. Epub 2020 Feb 5.","Craven TH","J Hosp Infect","2020","2020/02/09","","","10.1016/j.jhin.2020.01.020"
"34884130","A Novel Probability-Based Logic-Locking Technique: ProbLock","Yue M, Tehranipoor S.","Sensors (Basel). 2021 Dec 4;21(23):8126. doi: 10.3390/s21238126.","Yue M","Sensors (Basel)","2021","2021/12/10","PMC8662395","","10.3390/s21238126"
"36453810","An algorithm for PCT-guided antimicrobial therapy: a consensus statement by Japanese experts","Ito A, Shime N, Fujishima S, Fujitani S, Komiya K, Schuetz P.","Clin Chem Lab Med. 2022 Dec 2;61(3):407-411. doi: 10.1515/cclm-2022-1048. Print 2023 Feb 23.","Ito A","Clin Chem Lab Med","2022","2022/12/01","","","10.1515/cclm-2022-1048"
"22075502","Algorithmic and consultative integration of transfusion medicine and coagulation: a personalized medicine approach with reduced blood component utilization","Brown RE, Dorion RP, Trowbridge C, Stammers AH, Fitt W, Davis J.","Ann Clin Lab Sci. 2011 Summer;41(3):211-6.","Brown RE","Ann Clin Lab Sci","2011","2011/11/15","","",""
"35214283","On-Chip Structures for F(max) Binning and Optimization","Zhang D, Ren Q, Su D.","Sensors (Basel). 2022 Feb 11;22(4):1382. doi: 10.3390/s22041382.","Zhang D","Sensors (Basel)","2022","2022/02/26","PMC8963108","","10.3390/s22041382"
"22284983","The Stockholm Neonatal Family-Centered Care Study: effects on salivary cortisol in infants and their mothers","Mörelius E, Broström EB, Westrup B, Sarman I, Örtenstrand A.","Early Hum Dev. 2012 Jul;88(7):575-81. doi: 10.1016/j.earlhumdev.2011.12.033. Epub 2012 Jan 28.","Mörelius E","Early Hum Dev","2012","2012/01/31","","","10.1016/j.earlhumdev.2011.12.033"
"30441396","Automatic Independent Component Scalp Map Analysis of Electroencephalogram During Motor Preparation","Cheema MS, Dutta A.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:4689-4692. doi: 10.1109/EMBC.2018.8513184.","Cheema MS","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","","","10.1109/EMBC.2018.8513184"
"36496259","Thromboelastometry-guided treatment algorithm in postpartum haemorrhage: a randomised, controlled pilot trial","Jokinen S, Kuitunen A, Uotila J, Yli-Hankala A.","Br J Anaesth. 2023 Feb;130(2):165-174. doi: 10.1016/j.bja.2022.10.031. Epub 2022 Dec 7.","Jokinen S","Br J Anaesth","2023","2022/12/10","PMC9900729","","10.1016/j.bja.2022.10.031"
"27898379","Predicting Bradycardia in Preterm Infants Using Point Process Analysis of Heart Rate","Gee AH, Barbieri R, Paydarfar D, Indic P.","IEEE Trans Biomed Eng. 2017 Sep;64(9):2300-2308. doi: 10.1109/TBME.2016.2632746. Epub 2016 Nov 24.","Gee AH","IEEE Trans Biomed Eng","2017","2016/11/30","PMC5606224","NIHMS901417","10.1109/TBME.2016.2632746"
"36016018","Infrared Target Detection Based on Joint Spatio-Temporal Filtering and L1 Norm Regularization","Xu E, Wu A, Li J, Chen H, Fan X, Huang Q.","Sensors (Basel). 2022 Aug 20;22(16):6258. doi: 10.3390/s22166258.","Xu E","Sensors (Basel)","2022","2022/08/26","PMC9413064","","10.3390/s22166258"
"30849102","A deadline constrained scheduling algorithm for cloud computing system based on the driver of dynamic essential path","Shao X, Xie Z, Xin Y, Yang J.","PLoS One. 2019 Mar 8;14(3):e0213234. doi: 10.1371/journal.pone.0213234. eCollection 2019.","Shao X","PLoS One","2019","2019/03/09","PMC6407770","","10.1371/journal.pone.0213234"
"25515150","Cronobacter, the emergent bacterial pathogen Enterobacter sakazakii comes of age; MLST and whole genome sequence analysis","Forsythe SJ, Dickins B, Jolley KA.","BMC Genomics. 2014 Dec 16;15(1):1121. doi: 10.1186/1471-2164-15-1121.","Forsythe SJ","BMC Genomics","2014","2014/12/18","PMC4377842","","10.1186/1471-2164-15-1121"
"19812539","SAPS 3 scores at the start of renal replacement therapy predict mortality in critically ill patients with acute kidney injury","Maccariello E, Valente C, Nogueira L, Bonomo H, Ismael M, Machado JE, Baldotto F, Godinho M, Valença R, Rocha E, Soares M.","Kidney Int. 2010 Jan;77(1):51-6. doi: 10.1038/ki.2009.385.","Maccariello E","Kidney Int","2010","2009/10/09","","","10.1038/ki.2009.385"
"33930879","Hybrid algorithm for multi artifact removal from single channel EEG","Noorbasha SK, Florence Sudha G.","Biomed Phys Eng Express. 2021 May 11;7(4). doi: 10.1088/2057-1976/abfd81.","Noorbasha SK","Biomed Phys Eng Express","2021","2021/04/30","","","10.1088/2057-1976/abfd81"
"25786157","CT Evaluation of Small-Diameter Coronary Artery Stents: Effect of an Integrated Circuit Detector with Iterative Reconstruction","Geyer LL, Glenn GR, De Cecco CN, Van Horn M, Canstein C, Silverman JR, Krazinski AW, Kemper JM, Bucher A, Ebersberger U, Costello P, Bamberg F, Schoepf UJ.","Radiology. 2015 Sep;276(3):706-14. doi: 10.1148/radiol.15140427. Epub 2015 Mar 17.","Geyer LL","Radiology","2015","2015/03/19","","","10.1148/radiol.15140427"
"23807764","Josephson junction on one edge of a two dimensional topological insulator affected by magnetic impurity","Zhang SF, Zhu W, Sun QF.","J Phys Condens Matter. 2013 Jul 24;25(29):295301. doi: 10.1088/0953-8984/25/29/295301. Epub 2013 Jun 27.","Zhang SF","J Phys Condens Matter","2013","2013/06/29","","","10.1088/0953-8984/25/29/295301"
"26737617","Large-scale physiological waveform retrieval via locality-sensitive hashing","Kim YB, O'Reilly UM.","Annu Int Conf IEEE Eng Med Biol Soc. 2015 Aug;2015:5829-33. doi: 10.1109/EMBC.2015.7319717.","Kim YB","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","","","10.1109/EMBC.2015.7319717"
"23599053","Fourier Lucas-Kanade algorithm","Lucey S, Navarathna R, Ashraf AB, Sridharan S.","IEEE Trans Pattern Anal Mach Intell. 2013 Jun;35(6):1383-96. doi: 10.1109/TPAMI.2012.220.","Lucey S","IEEE Trans Pattern Anal Mach Intell","2013","2013/04/20","","","10.1109/TPAMI.2012.220"
"25299242","Biased Random-Key Genetic Algorithms for the Winner Determination Problem in Combinatorial Auctions","de Andrade CE, Toso RF, Resende MG, Miyazawa FK.","Evol Comput. 2015 Summer;23(2):279-307. doi: 10.1162/EVCO_a_00138. Epub 2014 Oct 9.","de Andrade CE","Evol Comput","2015","2014/10/10","","","10.1162/EVCO_a_00138"
"30485097","A New Approach for Drug Target and Bioactivity Prediction: The Multifingerprint Similarity Search Algorithm (MuSSeL)","Alberga D, Trisciuzzi D, Montaruli M, Leonetti F, Mangiatordi GF, Nicolotti O.","J Chem Inf Model. 2019 Jan 28;59(1):586-596. doi: 10.1021/acs.jcim.8b00698. Epub 2018 Dec 14.","Alberga D","J Chem Inf Model","2019","2018/11/29","","","10.1021/acs.jcim.8b00698"
"32219948","Application of Bayesian causal inference and structural equation model to animal breeding","Inoue K.","Anim Sci J. 2020 Jan-Dec;91(1):e13359. doi: 10.1111/asj.13359.","Inoue K","Anim Sci J","2020","2020/03/29","PMC7187322","","10.1111/asj.13359"
"30819579","BLUE protocol ultrasonography in Emergency Department patients presenting with acute dyspnea","Bekgoz B, Kilicaslan I, Bildik F, Keles A, Demircan A, Hakoglu O, Coskun G, Demir HA.","Am J Emerg Med. 2019 Nov;37(11):2020-2027. doi: 10.1016/j.ajem.2019.02.028. Epub 2019 Feb 20.","Bekgoz B","Am J Emerg Med","2019","2019/03/02","","","10.1016/j.ajem.2019.02.028"
"28129593","Multi-step virtual screening to develop selective DYRK1A inhibitors","Koyama T, Yamaotsu N, Nakagome I, Ozawa SI, Yoshida T, Hayakawa D, Hirono S.","J Mol Graph Model. 2017 Mar;72:229-239. doi: 10.1016/j.jmgm.2017.01.014. Epub 2017 Jan 15.","Koyama T","J Mol Graph Model","2017","2017/01/28","","","10.1016/j.jmgm.2017.01.014"
"36256251","Automatic detection method for BGA defects based on x-ray imaging","Xiao K, Li Q, Chen Y.","Appl Opt. 2022 Jul 20;61(21):6356-6365. doi: 10.1364/AO.462074.","Xiao K","Appl Opt","2022","2022/10/18","","","10.1364/AO.462074"
"33369002","Lower limit of iron quantification using dual-energy CT - a phantom study","Jiang X, Hintenlang DE, White RD.","J Appl Clin Med Phys. 2021 Jan;22(1):299-307. doi: 10.1002/acm2.13124. Epub 2020 Dec 23.","Jiang X","J Appl Clin Med Phys","2021","2020/12/28","PMC7856509","","10.1002/acm2.13124"
"33799218","A fast and scalable framework for automated artifact recognition from EEG signals represented in scalp topographies of Independent Components","Placidi G, Cinque L, Polsinelli M.","Comput Biol Med. 2021 May;132:104347. doi: 10.1016/j.compbiomed.2021.104347. Epub 2021 Mar 26.","Placidi G","Comput Biol Med","2021","2021/04/02","","","10.1016/j.compbiomed.2021.104347"
"35240784","DTSMA: Dominant Swarm with Adaptive T-distribution Mutation-based Slime Mould Algorithm","Yin S, Luo Q, Du Y, Zhou Y.","Math Biosci Eng. 2022 Jan 4;19(3):2240-2285. doi: 10.3934/mbe.2022105.","Yin S","Math Biosci Eng","2022","2022/03/04","","","10.3934/mbe.2022105"
"24254576","Molecular Isotopic Distribution Analysis (MIDAs) with adjustable mass accuracy","Alves G, Ogurtsov AY, Yu YK.","J Am Soc Mass Spectrom. 2014 Jan;25(1):57-70. doi: 10.1007/s13361-013-0733-7. Epub 2013 Nov 20.","Alves G","J Am Soc Mass Spectrom","2014","2013/11/21","PMC3880471","","10.1007/s13361-013-0733-7"
"29745838","Improved flower pollination algorithm for identifying essential proteins","Lei X, Fang M, Wu FX, Chen L.","BMC Syst Biol. 2018 Apr 24;12(Suppl 4):46. doi: 10.1186/s12918-018-0573-y.","Lei X","BMC Syst Biol","2018","2018/05/11","PMC5998882","","10.1186/s12918-018-0573-y"
"24860933","Toxic epidermal necrolysis (TEN): the Chelsea and Westminster Hospital wound management algorithm","Abela C, Hartmann CE, De Leo A, de Sica Chapman A, Shah H, Jawad M, Bunker CB, Williams GJ, Leon-Villapalos J.","J Plast Reconstr Aesthet Surg. 2014 Aug;67(8):1026-32. doi: 10.1016/j.bjps.2014.04.003. Epub 2014 May 9.","Abela C","J Plast Reconstr Aesthet Surg","2014","2014/05/28","","","10.1016/j.bjps.2014.04.003"
"26501290","Hardware design and implementation of a wavelet de-noising procedure for medical signal preprocessing","Chen SW, Chen YH.","Sensors (Basel). 2015 Oct 16;15(10):26396-414. doi: 10.3390/s151026396.","Chen SW","Sensors (Basel)","2015","2015/10/27","PMC4634496","","10.3390/s151026396"
"28338618","Real-Time Gait Event Detection Based on Kinematic Data Coupled to a Biomechanical Model","Lambrecht S, Harutyunyan A, Tanghe K, Afschrift M, De Schutter J, Jonkers I.","Sensors (Basel). 2017 Mar 24;17(4):671. doi: 10.3390/s17040671.","Lambrecht S","Sensors (Basel)","2017","2017/03/25","PMC5419784","","10.3390/s17040671"
"25459233","Validation of the SenseWear mini armband in children during semi-structure activity settings","Lee JM, Kim Y, Bai Y, Gaesser GA, Welk GJ.","J Sci Med Sport. 2016 Jan;19(1):41-5. doi: 10.1016/j.jsams.2014.10.004. Epub 2014 Oct 14.","Lee JM","J Sci Med Sport","2016","2014/12/03","","","10.1016/j.jsams.2014.10.004"
"36433414","An Improved Density Peak Clustering Algorithm for Multi-Density Data","Yin L, Wang Y, Chen H, Deng W.","Sensors (Basel). 2022 Nov 15;22(22):8814. doi: 10.3390/s22228814.","Yin L","Sensors (Basel)","2022","2022/11/26","PMC9695166","","10.3390/s22228814"
"23794943","Data mining of the public version of the FDA Adverse Event Reporting System","Sakaeda T, Tamon A, Kadoyama K, Okuno Y.","Int J Med Sci. 2013 Apr 25;10(7):796-803. doi: 10.7150/ijms.6048. Print 2013.","Sakaeda T","Int J Med Sci","2013","2013/06/25","PMC3689877","","10.7150/ijms.6048"
"31945900","Atrial Fibrillation Detection in ICU Patients: A Pilot Study on MIMIC III Data()","Bashar SK, Ding E, Albuquerque D, Winter M, Binici S, Walkey AJ, McManus DD, Chon KH.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:298-301. doi: 10.1109/EMBC.2019.8856496.","Bashar SK","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8856496"
"32634093","Evaluating Auditory Neural Activities and Information Transfer Using Phase and Spike Train Correlation Algorithms","Zhu N, Luo H, Zhang J.","IEEE Trans Neural Syst Rehabil Eng. 2020 Jul;28(7):1548-1555. doi: 10.1109/TNSRE.2020.2998980.","Zhu N","IEEE Trans Neural Syst Rehabil Eng","2020","2020/07/08","","","10.1109/TNSRE.2020.2998980"
"23499885","Exploring the concept of interaction computing through the discrete algebraic analysis of the Belousov-Zhabotinsky reaction","Dini P, Nehaniv CL, Egri-Nagy A, Schilstra MJ.","Biosystems. 2013 May;112(2):145-62. doi: 10.1016/j.biosystems.2013.03.003. Epub 2013 Mar 13.","Dini P","Biosystems","2013","2013/03/19","","","10.1016/j.biosystems.2013.03.003"
"24303253","3D Sensing Algorithms Towards Building an Intelligent Intensive Care Unit","Lea C, Facker J, Hager G, Taylor R, Saria S.","AMIA Jt Summits Transl Sci Proc. 2013 Mar 18;2013:136-40. eCollection 2013.","Lea C","AMIA Jt Summits Transl Sci Proc","2013","2013/12/05","PMC3845759","",""
"25549490","[Diagnostics of pneumothorax with ultrasound]","Shchegolev AV, Khrapov KN, Lakhin RE, Gerasimov GL, Emel'ianov AA.","Anesteziol Reanimatol. 2014 Jul-Aug;59(4):69-71.","Shchegolev AV","Anesteziol Reanimatol","2014","2015/01/01","","",""
"27628058","Evaluation of a non-invasive multisensor accelerometer for calculating energy expenditure in ventilated intensive care patients compared to indirect calorimetry and predictive equations","Krüger J, Kraft M, Gründling M, Friesecke S, Gärtner S, Vogt LJ, Schüler N, Steveling A, Lerch MM, Aghdassi AA.","J Clin Monit Comput. 2017 Oct;31(5):1009-1017. doi: 10.1007/s10877-016-9934-5. Epub 2016 Sep 14.","Krüger J","J Clin Monit Comput","2017","2016/09/16","","","10.1007/s10877-016-9934-5"
"34759284","Experimental tissue mimicking human head phantom for estimation of stroke using IC-CF-DMAS algorithm in microwave based imaging system","Islam MS, Islam MT, Almutairi AF.","Sci Rep. 2021 Nov 10;11(1):22015. doi: 10.1038/s41598-021-01486-x.","Islam MS","Sci Rep","2021","2021/11/11","PMC8581029","","10.1038/s41598-021-01486-x"
"30440352","Online Automatic Artifact Rejection using the Real-time EEG Source-mapping Toolbox (REST)","Pion-Tonachini L, Hsu SH, Chang CY, Jung TP, Makeig S.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:106-109. doi: 10.1109/EMBC.2018.8512191.","Pion-Tonachini L","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","","","10.1109/EMBC.2018.8512191"
"35394913","Real-Time Multiple Gesture Recognition: Application of a Lightweight Individualized 1D CNN Model to an Edge Computing System","Yu Z, Lu Y, An Q, Chen C, Li Y, Wang Y.","IEEE Trans Neural Syst Rehabil Eng. 2022;30:990-998. doi: 10.1109/TNSRE.2022.3165858. Epub 2022 Apr 21.","Yu Z","IEEE Trans Neural Syst Rehabil Eng","2022","2022/04/08","","","10.1109/TNSRE.2022.3165858"
"27482749","Evolutionary Algorithms for Boolean Functions in Diverse Domains of Cryptography","Picek S, Carlet C, Guilley S, Miller JF, Jakobovic D.","Evol Comput. 2016 Winter;24(4):667-694. doi: 10.1162/EVCO_a_00190. Epub 2016 Aug 2.","Picek S","Evol Comput","2016","2016/08/03","","","10.1162/EVCO_a_00190"
"21970133","The effect of a graphical interpretation of a statistic trend indicator (Trigg's Tracking Variable) on the detection of simulated changes","Kennedy RR, Merry AF.","Anaesth Intensive Care. 2011 Sep;39(5):881-6. doi: 10.1177/0310057X1103900513.","Kennedy RR","Anaesth Intensive Care","2011","2011/10/06","","","10.1177/0310057X1103900513"
"24864411","[Development and implementation of a new information process to critical patients' families: participatory action research]","Regaira ME, Vázquez CM, Morales VA.","Rev Enferm. 2014 Apr;37(4):16-26.","Regaira ME","Rev Enferm","2014","2014/05/29","","",""
"32990946","Evaluation of signal detection algorithms within the Elanco Animal Health Pharmacovigilance database","Novotny MJ, Rhodes A, Shields J, Wilson A, Giraldo C, O'Gorman M, Real T, Sarsadskikh A, Wiseman S.","J Vet Pharmacol Ther. 2021 Jan;44(1):107-115. doi: 10.1111/jvp.12909. Epub 2020 Sep 29.","Novotny MJ","J Vet Pharmacol Ther","2021","2020/09/29","","","10.1111/jvp.12909"
"33207292","Manipulating selectivity of covalently-bonded hyperbranched anion exchangers toward organic acids. Part IV: General algorithm based on the variation of external part of the functional layer","Uzhel AS, Gorbovskaya AV, Shpigun OA, Zatirakha AV.","J Chromatogr A. 2020 Dec 20;1634:461648. doi: 10.1016/j.chroma.2020.461648. Epub 2020 Oct 29.","Uzhel AS","J Chromatogr A","2020","2020/11/18","","","10.1016/j.chroma.2020.461648"
"25061986","Polarity related influence maximization in signed social networks","Li D, Xu ZM, Chakraborty N, Gupta A, Sycara K, Li S.","PLoS One. 2014 Jul 25;9(7):e102199. doi: 10.1371/journal.pone.0102199. eCollection 2014.","Li D","PLoS One","2014","2014/07/26","PMC4111297","","10.1371/journal.pone.0102199"
"26677962","CG2AA: backmapping protein coarse-grained structures","Lombardi LE, Martí MA, Capece L.","Bioinformatics. 2016 Apr 15;32(8):1235-7. doi: 10.1093/bioinformatics/btv740. Epub 2015 Dec 16.","Lombardi LE","Bioinformatics","2016","2015/12/19","","","10.1093/bioinformatics/btv740"
"21130924","[Intraabdominal hypertension and abdominal compartment syndrome]","Piacentini E, Ferrer Pereto C.","Enferm Infecc Microbiol Clin. 2010 Sep;28 Suppl 2:2-10. doi: 10.1016/S0213-005X(10)70024-0.","Piacentini E","Enferm Infecc Microbiol Clin","2010","2010/12/07","","","10.1016/S0213-005X(10)70024-0"
"30689648","Predicting neurological recovery with Canonical Autocorrelation Embeddings","De-Arteaga M, Chen J, Huggins P, Elmer J, Clermont G, Dubrawski A.","PLoS One. 2019 Jan 28;14(1):e0210966. doi: 10.1371/journal.pone.0210966. eCollection 2019.","De-Arteaga M","PLoS One","2019","2019/01/29","PMC6349311","","10.1371/journal.pone.0210966"
"28504945","A Bio-Inspired Hybrid Thermal Management Approach for 3-D Network-on-Chip Systems","Dash R, Risco-Martin JL, Turuk AK, Ayala JL, Pangracious V, Majumdar A.","IEEE Trans Nanobioscience. 2017 Dec;16(8):727-743. doi: 10.1109/TNB.2017.2704280. Epub 2017 May 15.","Dash R","IEEE Trans Nanobioscience","2017","2017/05/16","","","10.1109/TNB.2017.2704280"
"35101003","Efficacy prediction of noninvasive ventilation failure based on the stacking ensemble algorithm and autoencoder","Liang N, Wang C, Duan J, Xie X, Wang Y.","BMC Med Inform Decis Mak. 2022 Jan 31;22(1):27. doi: 10.1186/s12911-022-01767-z.","Liang N","BMC Med Inform Decis Mak","2022","2022/02/01","PMC8805397","","10.1186/s12911-022-01767-z"
"33704592","An Algorithm for Pairing Interventionalists and Surgeons for the TAVR Procedure","Huang YL, Bansal A, Berg B, Sanvick C, Klavetter EW, Sandhu GS, Greason KL.","J Med Syst. 2021 Mar 11;45(4):53. doi: 10.1007/s10916-021-01722-x.","Huang YL","J Med Syst","2021","2021/03/11","","","10.1007/s10916-021-01722-x"
